Accession,Accession_all,Peptide count,Peptides used for quantitation,Confidence score,Anova (p),Max fold change,Highest mean condition,Lowest mean condition,Description,WT Cntl 1,WT Cntl 2,WT Cntl 3,WT Cntl 4,WT cold 1,WT cold 2,WT cold 3,WT cold 4,fum2 Cntl 1,fum2 Cntl 2,fum2 Cntl 3,fum2 Cntl 4,fum2 Cold 1,fum2 Cold 2,fum2 Cold 3,fum2 Cold 4,AVG WT Cont.,SE WT cont,AVG WT Cold,SE WT cold,AVG fum2 Cntl,SE fum2 cont,AVG fum2 Cold,SE fum2 cold,Pval WT ,F.C. WT,Pval fum2,F.C. fum2,Pval WT*fum2 Cold,F.C. WT Cold*fum2 Cold,Pval WT*fum2 Cntl,FC WT/fum2 Cntl,Pval fum2 Cold/ WT Cont. ,FC fum2 Cold/ WT Cont. ,Sig. change in WT or fum2?
AT3G44890,AT3G44890.1,15,4,682.85,0.653339314,1.262629856,WT cold,fum2 control,ribosomal protein L9 | chr3:16386505-16387963 FORWARD LENGTH=197,32619.45768,59775.46741,62082.32488,60823.47591,117004.6493,86588.76958,79889.29455,88466.62787,3727.501585,35009.58453,37208.62948,37285.08515,46069.42187,41008.29208,48636.82926,37258.70767,53825.18147,7084.28523,92987.33532,8214.664128,28307.70018,8210.366415,43243.31272,2547.674241,0.011227527,1.727580526,0.132988474,1.5276166,0.001168372,2.150328674,0.056817667,1.901432512,0.209458208,0.803403008,TRUE
AT2G42740,AT2G42740.1,14,4,363.71,0.22227467,1.99921385,fum2 cold,fum2 control,ribosomal protein large subunit 16A | chr2:17791794-17792946 FORWARD LENGTH=182,23441.69979,28085.42085,43458.59879,29270.78226,113519.7194,46953.10049,31806.86479,34318.27988,6372.600122,15171.82369,26085.02033,16598.8552,74417.80107,30227.95718,44380.75605,33678.38037,31064.12542,4318.690999,56649.49113,19244.22409,16057.07484,4035.529054,45676.22366,10043.04772,0.242191679,1.823630647,0.033890002,2.844616727,0.631227785,1.240240252,0.044143048,1.934606754,0.229801324,1.470384987,TRUE
AT5G40950,AT5G40950.1,5,3,205.26,0.074675493,1.858164688,WT control,WT cold,ribosomal protein large subunit 27 | chr5:16410866-16411845 FORWARD LENGTH=198,14220.05524,27876.18844,22697.97945,21439.19547,11491.09712,26283.08173,11420.41361,17506.70632,6369.13942,6614.025726,17787.09962,17145.07593,12431.30223,8519.804397,16047.08773,11412.4138,21558.35465,2814.820977,16675.32469,3505.834383,11978.83517,3171.170213,12102.65204,1554.021931,0.319139124,0.773497095,0.973168452,1.010336303,0.278116074,1.377824021,0.06461922,1.799703756,0.025919374,0.56139034,FALSE
AT5G30510,AT5G30510.1,26,11,898.62,0.178218339,1.141239267,fum2 cold,WT control,ribosomal protein S1 | chr5:11619262-11621223 REVERSE LENGTH=416,384863.764,514003.9994,555825.683,473543.5928,715925.1945,738018.0646,834056.374,690717.7966,287697.6157,269585.019,301404.7133,295611.5542,443020.6326,391042.8159,513139.7356,428892.9042,482059.2598,36493.64394,744679.3574,31319.95617,288574.7255,6925.218533,444024.0221,25517.88194,0.001571216,1.544787995,0.001072944,1.538679527,0.000303194,1.677115022,0.001997514,1.6704833,0.425808143,0.921098419,TRUE
ATCG00750,ATCG00750.1,6,4,245.83,0.357882972,1.595236179,WT cold,fum2 control,ribosomal protein S11 | chrC:78960-79376 REVERSE LENGTH=138,32697.0394,45381.58676,43210.5659,33990.85704,80303.85218,76186.07727,69674.92662,60706.05673,549.7063725,24482.49643,23097.9173,20216.94938,34961.6121,35396.11631,36173.50142,33132.17463,38820.01228,3203.4195,71717.7282,4273.14887,17086.76737,5583.481275,34915.85111,645.2347649,0.000839786,1.847442182,0.019268117,2.043443933,0.000143625,2.054016325,0.014927467,2.271934265,0.277264424,0.899429162,TRUE
AT1G22780,AT1G22780.1,10,5,610.87,0.001003355,1.952532237,fum2 control,fum2 cold,Ribosomal protein S13/S18 family | chr1:8067990-8069163 FORWARD LENGTH=152,131435.2811,239185.6039,178846.0641,185787.7249,197696.5597,178726.2041,267203.1984,144485.2775,112729.2819,156810.1817,164582.2699,143179.0164,116731.2032,98275.5475,124013.2295,96921.78139,183813.6685,22056.97299,197027.8099,25853.27005,144325.1875,11423.07397,108985.4404,6745.77005,0.710821549,1.071888786,0.037329481,0.755138048,0.016507595,1.807836067,0.16299324,1.273607689,0.017594598,0.592912602,TRUE
AT5G14320,AT5G14320.1;AT5G14320.2,17,8,499.06,0.763143164,1.224067991,fum2 cold,WT control,Ribosomal protein S13/S18 family | chr5:4617839-4618772 REVERSE LENGTH=169,38641.88372,82680.82051,58227.61617,52320.95079,87181.42097,71264.39923,95536.76143,87415.74016,31578.85342,33664.198,39269.55055,36541.31769,91104.12876,41737.52213,51832.9238,41714.5314,57967.8178,9202.258932,85349.58045,5080.974661,35263.47991,1678.681189,56597.27652,11746.38353,0.04039795,1.472361453,0.122301823,1.604982737,0.065748626,1.50801568,0.051357466,1.643848478,0.929808275,0.976356859,TRUE
AT4G00100,AT4G00100.1;AT3G60770.1,10,3,325.71,0.002064891,2.134953398,fum2 control,WT cold,ribosomal protein S13A | chr4:37172-38123 FORWARD LENGTH=151,33803.83389,60939.33489,49814.75557,50421.77962,34377.86077,51430.40673,33924.25077,41812.69215,36881.19383,29170.65874,25968.51668,38004.10608,35726.94769,27470.34486,44558.5355,32857.85448,48744.926,5596.845949,40386.3026,4101.486623,32506.11883,2933.068373,35153.42063,3571.698898,0.273705198,0.828523211,0.587586564,1.081440107,0.373125434,1.148858401,0.042340218,1.499561552,0.086589402,0.721170869,FALSE
AT1G79850,AT1G79850.1,4,3,223.37,0.214456118,1.320139092,WT cold,fum2 cold,ribosomal protein S17 | chr1:30041473-30041922 REVERSE LENGTH=149,197541.3858,394546.3567,309131.376,288206.3909,556759.3927,518225.0866,476313.2852,510437.0092,148375.2759,185450.6308,163308.8674,148293.5474,232124.9631,214965.9821,240030.9577,186670.8348,297356.3773,40446.77311,515433.6934,16510.04363,161357.0804,8772.550869,218448.1844,11813.81979,0.002472326,1.733387049,0.008172073,1.3538184,6.40497E-06,2.359523815,0.016696467,1.842846788,0.110270198,0.734634267,TRUE
ATCG00820,ATCG00820.1,4,3,129.9,0.777769839,1.179228337,WT cold,WT control,ribosomal protein S19 | chrC:84005-84283 REVERSE LENGTH=92,94179.32102,133905.9262,136908.4016,104020.6487,222011.5941,204834.9445,178296.8134,188452.9256,23447.06979,96381.80386,72342.06933,71837.47875,99128.8736,96947.47229,83622.56788,95931.13798,117253.5744,10689.3426,198399.0694,9582.963556,66002.10543,15297.34143,93907.51294,3492.600668,0.001316116,1.692051355,0.125648364,1.422795717,5.04531E-05,2.112707101,0.033455302,1.776512637,0.083188862,0.800892539,TRUE
ATCG00160,ATCG00160.1,13,5,511.79,0.980776398,1.035530095,WT cold,WT control,ribosomal protein S2 | chrC:15013-15723 REVERSE LENGTH=236,25796.20031,64612.10962,60833.37194,53852.15407,80781.84626,85585.57224,77880.59529,59664.89215,17796.95047,33670.32523,26848.05091,32711.09414,32109.61507,42204.95876,47840.54374,44168.07708,51273.45899,8779.957831,75978.22648,5665.095907,27756.60519,3646.222229,41580.79866,3366.146568,0.055952526,1.481823696,0.031754598,1.498050586,0.001976439,1.827243077,0.048219051,1.847252524,0.342386475,0.81096145,TRUE
AT3G04840,AT3G04840.1,18,8,844.86,0.01390183,1.428969332,WT cold,WT control,Ribosomal protein S3Ae | chr3:1329751-1331418 FORWARD LENGTH=262,381020.1307,477066.3347,492764.3799,370390.3325,868367.4663,956771.8254,871166.2759,852256.9322,376258.0103,297713.8556,271970.7179,294049.0967,405077.4343,357672.2335,426480.1269,347020.5246,430310.2944,31762.87425,887140.625,23581.39699,309997.9201,22806.67094,384062.5798,18950.45434,2.53563E-05,2.061630029,0.04666921,1.23891986,3.01693E-06,2.309885606,0.021751138,1.388107037,0.257709304,0.892524731,TRUE
AT4G34670,AT4G34670.1,20,7,643.6,0.02869161,1.60482001,WT cold,WT control,Ribosomal protein S3Ae | chr4:16548724-16550222 FORWARD LENGTH=262,135109.5473,139415.0869,170191.4907,138702.6575,330750.4032,364900.5868,310439.6455,345456.5946,157596.857,117235.5847,86835.04229,97260.90235,153641.748,143940.8057,183000.0235,157939.4648,145854.6956,8166.792609,337886.8075,11515.64485,114732.0966,15618.21427,159630.5105,8321.788095,9.80006E-06,2.316598764,0.044255121,1.391332637,1.56868E-05,2.116680618,0.127853433,1.271263229,0.282110914,1.094448895,TRUE
AT2G17360,AT2G17360.1;AT2G17360.2;AT5G58420.1,19,10,740.19,0.449510338,1.26749708,fum2 cold,WT control,Ribosomal protein S4 (RPS4A) family protein | chr2:7546598-7548138 FORWARD LENGTH=261,273459.6242,403826.5238,393457.4315,318833.8904,503885.3404,639055.5327,715560.2525,503710.6838,128824.1358,269891.351,218452.0076,237896.9671,335058.2916,328351.2254,431680.9609,327198.8542,347394.3675,31075.76928,590552.9523,52466.00483,213766.1154,30234.41412,355572.333,25428.64548,0.007220266,1.699949705,0.011511187,1.663370887,0.006877937,1.660851808,0.021606279,1.625114284,0.845346055,1.02354087,TRUE
AT5G15200,AT5G15200.1;AT5G15200.2,12,3,344.82,0.082307489,1.221255155,fum2 control,WT control,Ribosomal protein S4 | chr5:4935124-4936334 REVERSE LENGTH=198,93089.50022,118517.8484,167418.4228,86515.19008,165388.4991,178987.5239,190577.2212,174152.0579,73664.22597,72063.16849,85633.4923,78758.93886,110498.6575,107874.777,120070.4821,111016.4534,116385.2404,18357.20827,177276.3255,5251.376743,77529.95641,3055.150484,112365.0925,2658.921605,0.018857986,1.523185628,0.000135844,1.449311952,3.30704E-05,1.577681481,0.081835098,1.501164786,0.835597121,0.965458267,TRUE
AT1G58380,AT1G58380.1;AT3G57490.1,18,5,410.59,0.086120702,2.255306126,fum2 control,WT cold,Ribosomal protein S5 family protein | chr1:21689115-21690085 FORWARD LENGTH=284,61023.62497,32495.21871,42888.33305,16752.9395,62341.02614,21068.19821,31900.28832,24893.52473,32324.44505,35734.01321,14707.99721,34933.73378,39168.54946,37684.30551,46154.74268,37776.4622,38290.02906,9288.823197,35050.75935,9369.122871,29425.04731,4959.391329,40196.01497,2015.048414,0.814233162,0.915401743,0.090891148,1.36604759,0.610655381,0.871995878,0.432118836,1.301273322,0.84769275,1.049777604,FALSE
AT2G33800,AT2G33800.1,19,10,640.52,0.975083198,1.062985758,fum2 control,WT control,Ribosomal protein S5 family protein | chr2:14300925-14302352 REVERSE LENGTH=303,220988.714,271706.3111,247644.4046,258130.6812,363361.0807,399582.1881,381108.663,381583.2164,76153.13431,159884.7523,213319.018,141774.7661,202729.6102,188455.4292,245955.7635,212685.0841,249617.5277,10738.91027,381408.787,7394.326163,147782.9177,28296.58194,212456.4717,12223.32705,5.44791E-05,1.527972777,0.080681595,1.43762537,2.20926E-05,1.795232614,0.01514186,1.689082416,0.062461787,0.851128019,TRUE
AT2G41840,AT2G41840.1,21,5,520,0.201691681,1.315571656,WT cold,WT control,Ribosomal protein S5 family protein | chr2:17460016-17461398 REVERSE LENGTH=285,14727.52455,26079.77762,34163.99498,21595.38832,44789.2128,48999.35826,46622.91101,41187.51219,14460.01636,14673.30738,13591.11383,11616.85476,22049.13135,20170.6595,29298.54087,18786.62088,24141.67136,4075.464637,45399.74856,1647.44766,13585.32308,696.6407027,22576.23815,2338.361305,0.002892705,1.880555322,0.010270577,1.661810913,0.000206443,2.010952766,0.043304222,1.777040651,0.750342762,0.935156386,TRUE
AT1G56070,AT1G56070.1,63,25,2420.73,0.002133531,1.822219926,WT cold,WT control,Ribosomal protein S5/Elongation factor G/III/V family protein | chr1:20968245-20971077 REVERSE LENGTH=843,1095218.549,1351250.513,1457988.44,1199493.275,3360618.014,3373199.597,3788994.345,2928568.264,1081641.084,1018245.738,779868.6979,875429.214,1704608.879,1392502.628,1555200.894,1266789.406,1275987.694,80269.15302,3362845.055,175668.1827,938796.1833,68307.03699,1479775.452,95402.07392,3.71869E-05,2.635483923,0.003651279,1.576247835,8.13502E-05,2.272537398,0.018619189,1.359174352,0.153270067,1.159709814,TRUE
AT3G12915,AT3G12915.1;AT3G12915.2,35,4,684.51,0.452627713,1.217813832,WT cold,fum2 cold,Ribosomal protein S5/Elongation factor G/III/V family protein | chr3:4112999-4115708 FORWARD LENGTH=820,127593.4894,186012.5513,217597.7507,189924.3992,294082.2121,353407.1221,329462.503,240291.7416,117288.1959,116919.4293,90472.84288,115976.9582,133627.2556,151334.4999,119576.1964,149834.7592,180282.0476,18917.27489,304310.8947,24573.22537,110164.3566,6569.640673,138593.1778,7500.113369,0.007123356,1.687971147,0.029132728,1.258058252,0.000657752,2.195713379,0.0128044,1.636482555,0.086407946,0.768757509,TRUE
AT5G25230,AT5G25230.1,18,7,129.98,0.032537228,4.050951988,fum2 control,WT cold,Ribosomal protein S5/Elongation factor G/III/V family protein | chr5:8739709-8743594 FORWARD LENGTH=973,180922.8417,103653.7416,122808.2495,10281.62091,17162.77021,14720.03661,20993.02834,134771.2089,92833.768,47472.56271,75024.89137,75800.15412,94324.99603,72789.31733,96804.38143,102394.8552,104416.6134,35418.25569,46911.76103,29314.9178,72782.84405,9384.299073,91578.3875,6486.396041,0.257588261,0.449274876,0.150532208,1.258241399,0.187393745,0.512257993,0.421106735,1.434632224,0.733635604,0.877048053,FALSE
AT5G10360,AT5G10360.1;AT5G10360.2,14,4,459.4,0.484687254,1.244722223,fum2 cold,WT control,Ribosomal protein S6e | chr5:3258734-3260142 REVERSE LENGTH=249,65631.01564,107282.5242,81150.83258,110595.009,141986.4849,132816.251,129270.8705,170743.7235,61376.15904,51416.32496,47562.62339,65092.38724,90811.17054,86779.89175,119772.0027,71284.0529,91164.84536,10760.91594,143704.3325,9402.813451,56361.87366,4115.521256,92161.77948,10120.08216,0.010372434,1.576313017,0.016887726,1.635179484,0.009723355,1.559261695,0.023372621,1.61749139,0.948386058,1.01093551,TRUE
AT3G02560,AT3G02560.1,9,3,443.12,0.017648107,1.509743842,WT cold,WT control,Ribosomal protein S7e family protein | chr3:542341-543168 FORWARD LENGTH=191,26969.03931,30740.63012,34402.79093,26713.39292,65266.95106,61445.99933,67613.38117,64892.11292,16655.56093,26031.71478,17050.57274,16374.3007,37535.38527,33375.53575,35975.32719,34141.73077,29706.46332,1816.061548,64804.61112,1271.18308,19028.03729,2338.675309,35256.99474,935.0029668,4.02651E-06,2.1814987,0.000661351,1.852897081,1.49793E-06,1.838063953,0.01128,1.561194298,0.03476471,1.186845918,TRUE
AT5G16130,AT5G16130.1,15,7,404.13,0.043089622,1.594393066,fum2 control,WT control,Ribosomal protein S7e family protein | chr5:5268984-5269912 FORWARD LENGTH=190,61668.67235,118333.809,125665.8161,92199.3419,190623.654,211336.2036,194222.5366,169933.7744,98199.21081,92000.79983,69518.88126,79479.11546,129477.8599,106170.2519,121412.2543,98618.47089,99466.90984,14502.4908,191529.0422,8498.793409,84799.50184,6411.024162,113919.7092,7026.000914,0.001547943,1.925555368,0.022178762,1.343400689,0.000411176,1.681263439,0.39064312,1.172965733,0.404338173,1.145302588,TRUE
AT2G07696,AT2G07696.1,3,3,27.01,0.204916519,1.48034516,fum2 cold,fum2 control,Ribosomal protein S7p/S5e family protein | chr2:3351340-3351786 REVERSE LENGTH=148,13352.04257,6956.523625,5590.785768,6378.971655,9055.052775,14204.25203,17012.64933,13097.69217,4848.080062,5223.545957,3449.224362,3439.47468,10378.57275,9080.760226,9616.147951,8681.077928,8069.580903,1782.925561,13342.41158,1649.614783,4240.081265,465.7691562,9439.139713,367.0785412,0.07298335,1.653420634,0.000122026,2.226169529,0.060295373,1.413519874,0.082948807,1.903166566,0.480292234,1.169718704,TRUE
ATCG00900,ATCG00900.1,13,5,363.49,0.094901332,1.37710518,fum2 control,fum2 cold,Ribosomal protein S7p/S5e family protein | chrC:97478-97945 REVERSE LENGTH=155,87324.20506,138138.7991,150903.7809,154702.4574,167056.3774,161258.6696,165410.2218,135760.1915,63939.0577,73796.53006,94661.13561,72929.6455,113030.0423,68219.8236,72201.87069,68165.44121,132767.3106,15556.37852,157371.365,7306.256687,76331.59222,6503.504532,80404.29446,10916.23424,0.202227424,1.185317111,0.759445653,1.053355395,0.001091926,1.957250743,0.015474938,1.73934942,0.033058171,0.605603097,FALSE
ATCG00770,ATCG00770.1,9,5,512.29,0.593966292,1.211641349,WT cold,WT control,ribosomal protein S8 | chrC:80068-80472 REVERSE LENGTH=134,56007.99314,86162.71326,75665.89432,72828.09067,136246.5674,139008.7426,126384.7154,105960.2379,34010.7595,57952.65392,33057.54709,42892.56457,54060.71756,58279.09275,60049.08133,64572.3204,72666.17285,6249.507318,126900.0658,7487.317738,41978.38127,5766.840534,59240.30301,2176.322634,0.001431614,1.746343048,0.031142696,1.411209799,0.00012926,2.142123847,0.011247649,1.731037993,0.08880999,0.815239068,TRUE
AT5G20290,AT5G20290.1,13,6,718.86,0.042377037,1.415233158,WT cold,WT control,Ribosomal protein S8e family protein | chr5:6851695-6853012 REVERSE LENGTH=222,152408.5732,233387.1187,230462.517,169408.2425,421141.1007,385502.6697,429989.832,363766.4662,122975.1026,137241.6105,121327.8835,125817.9329,223657.5257,168983.9955,227238.823,168278.6149,196416.6129,20800.84436,400100.0171,15463.22978,126840.6324,3588.859846,197039.7398,16418.53181,0.000224613,2.036996827,0.00583306,1.553443373,0.000105053,2.030554941,0.016486563,1.548530697,0.982002522,1.003172476,TRUE
AT1G74970,AT1G74970.1,9,3,210.16,0.304795245,1.53354694,WT control,fum2 control,ribosomal protein S9 | chr1:28157761-28159202 REVERSE LENGTH=208,4240.816681,14433.67417,11702.05883,13089.16067,13039.90008,18428.28474,14694.60021,13550.2224,1940.863512,3812.097756,4660.627691,5162.457608,7362.755027,7563.390678,7675.332511,8002.122983,10866.42759,2277.842363,14928.25186,1216.883346,3894.011642,708.1756396,7650.9003,133.7410239,0.166822526,1.373795734,0.001989855,1.964786191,0.001012653,1.951175845,0.02652861,2.790548305,0.208429868,0.704086071,TRUE
AT5G04800,AT5G04800.1,10,6,371.94,0.000367503,2.395144536,WT cold,WT control,Ribosomal S17 family protein | chr5:1389217-1389642 FORWARD LENGTH=141,28506.78489,44987.04791,44555.78069,40902.0946,179564.1047,125677.2105,109886.5594,128791.637,15744.15933,28607.60285,25684.9792,19982.79544,36714.42847,34078.13985,42084.25436,38910.33668,39737.92702,3854.205754,135979.8779,15105.90905,22504.88421,2878.432901,37946.78984,1696.373644,0.000830195,3.421916745,0.003608619,1.686157969,0.000658247,3.583435607,0.011609103,1.765746789,0.68541723,0.954926255,TRUE
AT3G63190,AT3G63190.1,16,8,681.77,0.009717528,1.290458263,WT cold,fum2 cold,"ribosome recycling factor, chloroplast precursor | chr3:23342861-23344640 REVERSE LENGTH=275",492575.3066,467223.4166,561784.7578,547955.8621,855671.9194,742627.6989,836654.8749,743714.0232,275914.254,283891.0477,303523.0316,293696.1811,325971.661,359099.9698,339108.2464,348771.3963,517384.8358,22430.67365,794667.1291,29984.54677,289256.1286,5986.43117,343237.8184,7055.74168,0.000311652,1.535930461,0.001117065,1.186622458,6.33789E-06,2.315208542,6.39951E-05,1.788673721,0.000311379,0.66340912,TRUE
AT5G38430,AT5G38430.1,18,3,1130.03,0.011547633,1.709189794,fum2 control,fum2 cold,Ribulose bisphosphate carboxylase (small chain) family protein | chr5:15384350-15385155 REVERSE LENGTH=181,4874389.284,5411892.988,4724115.74,4220036.775,6957080.968,7197530.889,6600336.65,6790465.892,4082328.87,3320250.805,2654770.564,2644593.456,2505599.085,2909872.728,2702732.143,2972651.352,4807608.697,245260.2341,6886353.6,126765.4704,3175485.924,341114.8754,2772713.827,106079.8833,0.000284385,1.432386459,0.302594841,0.873162059,2.7702E-07,2.483614981,0.008125685,1.513975754,0.000267218,0.576734506,TRUE
AT1G67090,AT1G67090.1;AT1G67090.2,19,6,1167.86,0.010099075,1.586152849,WT cold,WT control,ribulose bisphosphate carboxylase small chain 1A | chr1:25048465-25049249 REVERSE LENGTH=180,12586623.91,19153240.82,15881458.95,15157054.69,39167918.78,37887345.52,32034105.18,34256753.73,11793272.3,10695086.07,9029027.781,10337882.79,14192569.22,13834884.25,11378822.23,13039682.17,15694594.59,1352330.793,35836530.8,1639566.079,10463817.23,569752.5992,13111489.47,625787.8696,7.86065E-05,2.283367729,0.020363005,1.2530312,1.30539E-05,2.733215847,0.011862162,1.499891888,0.133705204,0.835414346,TRUE
ATCG00490,ATCG00490.1,56,32,3629.34,0.008303582,1.366785161,fum2 control,fum2 cold,ribulose-bisphosphate carboxylases | chrC:54958-56397 FORWARD LENGTH=479,47600024.34,68710239.41,72033023.56,69174530.9,112456630.7,100675298.8,108239139.4,98588651.26,42686140.29,45304857.11,49664501.04,43302372.59,49613869.22,49916562.97,49919172.89,45047989.2,64379454.55,5641179.336,104989930,3239102.155,45239467.75,1577366.321,48624398.57,1194287.985,0.000782379,1.630798688,0.137953593,1.074822516,3.36095E-06,2.159202645,0.017086083,1.423081609,0.034081654,0.7552782,TRUE
AT1G71500,AT1G71500.1,20,10,747.34,0.0219706,1.300033616,WT cold,fum2 cold,Rieske (2Fe-2S) domain-containing protein | chr1:26936084-26937331 FORWARD LENGTH=287,322879.6991,398368.2774,321150.696,345877.8149,640664.6502,630268.5324,619064.7503,657083.0919,225298.805,190846.2578,197733.9514,219527.8697,247045.0469,289716.4281,270471.3796,285626.9269,347069.1218,18004.43358,636770.2562,8080.506112,208351.721,8323.101516,273214.9454,9655.512051,6.27558E-06,1.834707314,0.002247228,1.311316,1.14284E-07,2.330656748,0.00042562,1.665784762,0.011164226,0.787206145,TRUE
